Id;BEER_Size(L);PROD_OriginalGravity;BEER_FinalGravity;BEER_AlcoholByVolume;BEER_IBU;BEER_Color;PROD_BoilSize;PROD_BoilTime;PROD_BoilGravity;PROD_Efficiency;PROD_MashThickness;PROD_SugarScale;PROD_BrewMethod;PROD_PitchRate;PROD_PrimaryTemp;PROD_ExcessGravity;Style
22363;20.82;?;1.01;4.96;38.39;5.98;28.39;60;1.035;55;1.5;0;All Grain;?;20;?;American Pale Ale
22365;25;?;1.018;7.05;67.02;8.14;28;60;1.064;75;?;0;All Grain;?;22;?;American IPA
22366;20.82;1.051;1.014;4.89;29.35;7;24.68;60;?;70;1.25;0;All Grain;0.35;?;60.51;American Pale Ale
22367;37.85;1.057;1.014;5.58;0;17.62;63.09;60;?;75;?;0;All Grain;?;?;60.57;American Pale Ale
22368;5;1.051;1.01;5.39;39.67;7.21;?;20;1.064;60;3;0;All Grain;0.35;21;60.51;American Pale Ale
22369;37.85;1.077;1.012;8.52;66.49;4.3;45.42;?;1.064;70;1.25;0;All Grain;?;18.89;60.77;American IPA
22372;20.82;1.051;1.011;5.22;-1;7.2;25.55;60;1.042;70;1.3;0;All Grain;?;20;60.51;American Pale Ale
22374;24.61;1.059;1.009;6.67;76.15;5.44;34.22;75;1.043;76;1.4;?;All Grain;0.75;20;60.59;American IPA
22375;475;?;1.009;5.18;32.29;3.29;490;?;?;75;1.5;0;All Grain;?;?;?;American Pale Ale
22377;23.66;1.057;1.013;?;42.55;5.64;27.44;60;1.049;72;1.5;0;All Grain;?;21.11;60.57;American Pale Ale
22378;39.75;1.065;1.018;6.27;95.85;9.98;45.42;60;1.057;75;1.5;0;All Grain;?;18.33;60.65;American IPA
22379;18.93;?;1.017;6.38;89.94;8.81;28.39;60;1.044;70;1.5;0;All Grain;?;18.33;?;American IPA
22380;20;1.049;1.009;5.26;40.33;9.17;27;60;?;72;4;0;All Grain;?;?;60.49;American Pale Ale
22381;20.82;1.051;1.013;5.05;130.32;8.37;28.39;60;1.038;70;1.5;0;All Grain;0.35;18.33;60.51;American IPA
22382;18.93;1.066;1.016;6.46;73.02;11.69;26.5;90;?;75;?;0;All Grain;?;?;60.66;American IPA
22383;11.36;1.055;1.014;5.37;30.93;3.67;18.17;30;1.034;72;?;0;BIAB;0.35;19.44;60.55;American Pale Ale
22384;22.71;1.087;1.025;8.12;17.63;5.83;28.39;60;1.052;75;1.25;0;All Grain;?;18.33;60.87;American IPA
22387;21;1.07;1.016;6.99;72.35;13.53;26.5;90;?;70;?;0;BIAB;?;?;60.7;American IPA
22388;17;1.047;1.011;4.76;51.28;-1;20;40;1.04;68;?;0;Partial Mash;?;19;60.47;American Pale Ale
22390;20.82;1.061;1.014;6.19;44.45;4.03;28.39;60;1.045;70;1.5;0;All Grain;1.25;?;60.61;American Pale Ale
22391;21.77;1.071;1.018;6.91;68.79;8.3;28.39;?;1.054;70;1.4;0;?;?;20;60.71;American IPA
22400;22.71;1.08;1.011;9.05;150.27;5.55;30.28;60;1.054;80;1.75;0;All Grain;1;15.56;60.8;American IPA
22402;24.61;1.048;1.012;4.71;51.74;3.4;26.5;60;1.044;70;1.25;0;All Grain;0.5;?;60.48;American Pale Ale
22405;20;1.051;1.012;5.05;79.46;5.6;29.5;60;1.034;60;?;0;BIAB;0.75;18;60.51;American IPA
22408;20.82;1.045;?;4.47;26.65;7.42;28.39;60;1.033;70;1.5;0;All Grain;0.75;?;60.45;American Pale Ale
22409;24.61;1.054;1.011;5.54;34.63;7.43;30.28;60;1.044;75;?;0;BIAB;?;18.33;60.54;American Pale Ale
22410;23;1.071;1.018;7;68.96;9.72;10;60;1.041;35;?;0;extract;?;?;60.71;American IPA
22413;600;1.055;1.014;5.41;48.72;4.28;550;60;1.06;80;3;0;All Grain;?;?;60.55;American Pale Ale
22414;174.13;1.057;1.013;5.74;55.29;3.92;189.27;60;1.052;72;1.15;0;All Grain;0.35;17.78;60.57;American IPA
22415;1500;1.046;1.012;4.51;16.62;6.23;1600;60;1.043;83;3;0;All Grain;0.5;22;60.46;American Pale Ale
22418;10;1.055;?;5.41;72.35;8.8;12;60;1.046;35;?;0;Partial Mash;?;22;60.55;American Pale Ale
22419;210;1.059;1.011;6.3;62.81;10.53;230;60;1.054;?;4;0;?;?;20;60.59;American IPA
22421;11.36;1.047;?;4.65;0;7.91;20.82;60;1.026;70;?;0;All Grain;?;?;60.47;American Pale Ale
22422;50;1.056;1.011;5.9;60.02;6.12;58;70;1.048;74;3;0;?;?;16;60.56;American IPA
22424;20.82;1.048;1.011;4.79;38.15;13.59;28.39;60;1.035;?;1.5;0;All Grain;?;?;60.48;American Pale Ale
22425;15;1.069;1.013;7.42;44.03;9.3;21;60;?;?;3;0;All Grain;?;19;60.69;American IPA
22427;22;1.042;1.01;4.26;24.07;9.04;28;60;1.033;70;2.7;?;?;0.75;19;60.42;American Pale Ale
22428;24.61;1.048;1.013;4.63;48.29;7.34;34.07;90;?;68;1.5;0;All Grain;0.75;?;60.48;American IPA
22429;23;1.054;1.01;5.77;36.64;5.65;28;60;1.044;78;3;0;All Grain;0.5;19;60.54;American Pale Ale
22430;22.71;1.045;1.011;4.48;43.45;4.98;?;60;1.039;65;?;0;BIAB;?;?;60.45;American IPA
22431;30;1.059;1.01;6.47;40.78;6.57;35;60;?;?;3;?;All Grain;0.75;17;60.59;American IPA
22432;20.82;1.113;1.036;10.23;28.97;9.51;11.36;90;1.208;35;?;0;extract;0.35;18.89;61.13;American IPA
22433;19;?;1.017;5.79;53.53;9.09;22.8;90;1.051;69;2.913;0;All Grain;?;21;?;American IPA
22435;18.93;1.053;1.013;5.2;50.72;11.65;24.61;60;1.041;70;?;0;extract;?;?;60.53;American Pale Ale
22437;22.71;1.05;1.013;4.93;21.2;6.29;28.39;60;1.04;70;1.25;0;All Grain;?;18.89;60.5;American Pale Ale
22439;20.82;1.055;1.015;5.21;-1;9.2;18.93;60;?;75;?;0;All Grain;0.35;20;60.55;American IPA
22443;45.42;1.046;1.012;4.47;27.76;3.34;48.26;45;1.044;80;?;0;BIAB;0.75;20;60.46;American IPA
22446;20.06;1.081;1.02;7.99;151.4;5.98;26.5;60;1.061;70;1.5;0;All Grain;?;?;60.81;American IPA
22447;23;1.046;1.011;4.51;45.02;8.9;28.5;60;1.037;?;3;?;All Grain;?;?;60.46;American Pale Ale
22448;22.71;1.055;1.014;5.45;45.2;6.04;30.28;60;1.042;60;?;0;BIAB;1;22.22;60.55;American Pale Ale
22451;20.82;1.05;1.012;4.92;-1;6.73;28.39;60;1.036;72;1.25;0;All Grain;?;?;60.5;American Pale Ale
22452;12;1.047;1.009;5;36.09;4;12;60;1.047;60;?;0;extract;0.35;24;60.47;American Pale Ale
22453;18.93;1.057;1.014;5.61;82.95;-1;24.61;60;1.044;60;1.5;0;All Grain;?;20;60.57;American IPA
22454;20;1.05;1.01;5.33;47.73;5.25;25;60;1.04;65;3;0;All Grain;?;22;60.5;American Pale Ale
22455;37.85;1.073;1.014;7.8;120.9;7.44;45.42;60;1.061;?;1.5;0;All Grain;?;18.33;60.73;American IPA
22456;20.82;1.061;1.014;6.09;59.54;4.43;28.39;60;1.044;75;?;0;All Grain;?;20;60.61;American IPA
22458;280;14.0924;3.65135;5.63;0;6.31;310;60;12.8;80;3;1;All Grain;?;?;190.924;American Pale Ale
22459;20.82;1.072;1.014;7.66;?;7.37;9.46;-1;1.159;35;?;0;Partial Mash;?;?;60.72;American IPA
22460;18;1.056;1.015;5.29;111.8;7.27;21;70;1.048;60;4.5;0;All Grain;?;18;60.56;American IPA
22461;39.75;1.063;1.015;6.29;57.86;6;49.21;60;1.051;75;1.5;0;All Grain;2;20;60.63;American Pale Ale
22462;5;1.063;1.015;6.37;47.63;11.26;7.5;?;1.042;60;3;0;?;?;22;60.63;American IPA
22464;20.82;1.059;1.013;6.02;86.03;4.58;28.39;60;1.043;85;1.5;?;All Grain;0.35;?;60.59;American IPA
22465;20.82;1.066;1.02;5.94;143.37;9.96;28.39;60;1.048;70;1.5;0;All Grain;?;23.89;60.66;American IPA
22466;20.82;1.075;1.011;8.37;59.55;5.85;28.39;60;1.055;70;1.33;0;All Grain;?;22.22;60.75;American IPA
22468;132.49;1.065;1.015;6.54;-1;7.56;?;60;1.057;75;1.5;0;All Grain;?;?;60.65;American IPA
22469;42;1.074;1.021;6.95;68.31;7.08;55;?;1.056;75;2.5;0;All Grain;1;20;60.74;American IPA
22471;20.82;1.065;1.018;6.18;77.93;15.25;28.39;60;1.048;?;1.33;0;All Grain;0.35;21.11;60.65;American IPA
22472;20.82;1.068;1.018;6.55;-1;6.9;11.36;60;1.125;35;?;0;Partial Mash;0.35;21.11;60.68;American IPA
22473;18.93;1.044;1.008;4.72;20.43;6.79;7.57;60;1.111;35;?;0;extract;?;22.78;60.44;American IPA
22474;23;1.1;1.03;9.22;?;23.28;11;60;1.21;70;?;0;Partial Mash;1;22;61;American IPA
22477;65;1.053;1.013;5.19;50.5;8.82;75;75;1.046;70;3;0;All Grain;?;?;60.53;American IPA
22479;20.82;1.049;1.012;4.89;50.38;7.37;26.5;60;1.038;73;?;0;All Grain;0.75;16.67;60.49;American Pale Ale
22480;20.82;1.064;1.014;6.5;-1;4.87;26.5;60;1.05;70;1.5;0;?;?;?;60.64;American IPA
22482;13.25;1.058;1.011;6.18;61.63;3.97;18.93;60;1.041;70;1.35;0;?;0.35;18.33;60.58;American IPA
22485;21;1.097;1.02;10.07;60.93;16.14;10;60;1.203;35;?;0;extract;?;20;60.97;American IPA
22487;20.82;1.062;1.014;6.31;64.84;6.57;28.39;75;1.046;60;1.25;0;All Grain;0.35;22.22;60.62;American IPA
22488;20.82;1.055;1.013;5.61;32.28;6.8;26.5;75;1.043;85;1.5;0;All Grain;1.25;11.67;60.55;American Pale Ale
22489;20.82;1.067;1.014;7.03;70.35;5.66;25.55;?;1.055;75;1.25;0;All Grain;?;18.33;60.67;American IPA
22490;17;1.021;1.005;2.1;0;5.64;14;60;1.026;45;?;0;BIAB;?;20;60.21;American Pale Ale
22492;22.71;1.069;?;6.84;94.62;4.78;26.5;-1;?;?;?;0;All Grain;?;?;60.69;American IPA
22494;21.5;1.052;1.009;5.54;50.02;11.58;?;60;1.035;66;4.47;0;All Grain;0.75;19;60.52;American Pale Ale
22497;18.93;1.06;1.014;6.03;70.68;5.64;24.61;90;1.046;70;?;0;BIAB;0.35;19.44;60.6;American IPA
22498;15;1.051;1.011;5.36;63.55;8.32;15;60;1.051;35;?;0;extract;?;?;60.51;American IPA
22500;20;1.078;1.015;8.28;55.23;4.46;30;60;?;78;3;0;All Grain;1;18;60.78;American Pale Ale
22501;21;1.07;?;6.72;80.4;14.4;28.5;60;?;80;?;0;All Grain;0.75;22;60.7;American IPA
22502;71.92;1.066;1.015;6.61;73.23;5.18;83.28;60;1.057;75;1.5;0;All Grain;?;18.33;60.66;American IPA
22503;37.85;1.049;?;4.73;46.53;6.17;53;60;1.035;64;1.5;0;All Grain;?;24.44;60.49;American Pale Ale
22504;19.87;1.054;1.011;5.61;49.27;4.1;28.39;60;1.038;67;3.15;0;All Grain;0.75;18.89;60.54;American Pale Ale
22505;7;1.057;1.014;5.71;42.96;7.31;9;60;1.045;68;?;0;BIAB;0.75;18;60.57;American Pale Ale
22506;18.93;1.077;1.013;8.38;65.57;10.42;35.96;60;1.041;70;?;0;BIAB;?;17.78;60.77;American IPA
22508;12.11;1.062;1.018;5.82;-1;5.1;?;60;1.044;70;1.5;0;All Grain;0.5;22.22;60.62;American IPA
22510;20.82;1.061;1.015;6.07;17.24;7.77;27.25;60;1.047;82;1.5;0;All Grain;0.5;20;60.61;American IPA
22511;40;1.052;1.009;5.66;24.99;5.72;40;60;1.052;75;2.5;0;All Grain;?;19;60.52;American IPA
22513;18.93;1.062;1.016;6.12;0;7.44;18.93;60;?;75;?;0;extract;?;?;60.62;American IPA
22514;24;1.06;1.01;6.64;34.36;5.92;28.5;60;1.051;75;3;0;All Grain;?;22;60.6;American Pale Ale
22515;19.87;1.049;1.011;4.96;0;3.71;28.39;60;1.034;63;?;0;BIAB;?;?;60.49;American IPA
22516;20.82;1.054;1.008;5.94;47.4;5.77;24.61;60;1.045;68;?;0;All Grain;?;20;60.54;American IPA
22518;20.82;1.052;1.013;5.14;73.48;?;24.61;60;1.044;70;1.5;0;All Grain;?;20;60.52;American IPA
22520;18.93;1.063;1.012;6.7;79.35;-1;20.82;60;1.057;35;?;0;extract;0.35;20;60.63;American IPA
22522;20.82;1.059;1.014;5.97;59.08;10.95;13.25;60;?;35;?;0;extract;?;17.78;60.59;American IPA
22523;22;1.061;1.015;5.97;0;10.26;30;60;1.044;?;3.1;0;All Grain;?;?;60.61;American Pale Ale
22524;3.79;1.031;1.007;3.16;44.23;9.7;5.68;60;1.021;85;1.25;0;All Grain;0.75;21.11;60.31;American IPA
22527;22.71;1.064;1.016;6.36;91.36;6.47;26.5;?;1.055;70;1.5;0;All Grain;?;17.78;60.64;American IPA
22528;24;15.2578;3.02297;6.61;60.14;-1;26;60;14.1;65;3;1;?;?;18;202.578;American IPA
22529;20.82;1.065;1.012;6.95;88.04;6.07;24.61;60;1.055;75;1.4;0;All Grain;1.25;18.89;60.65;American IPA
22531;18.93;1.057;1.012;5.8;80.16;10.11;11.36;60;1.094;35;?;0;extract;?;?;60.57;American IPA
22532;55;1.049;1.011;4.96;-1;3.27;60;60;1.045;75;3;0;All Grain;?;20;60.49;American IPA
22534;18.93;1.071;1.017;7.09;74.36;9.62;26.5;60;1.051;75;1.3;0;All Grain;0.35;21.11;60.71;American Pale Ale
22535;22;1.049;1.01;5.16;53.88;5.69;28.5;60;1.038;70;?;0;BIAB;?;?;60.49;American Pale Ale
22536;43.53;?;?;5.46;41.26;31;53;60;1.05;70;1.33;0;All Grain;?;21.11;?;American IPA
22538;20.82;1.068;1.013;7.25;81.1;8.55;25.25;60;1.056;72;1.5;0;All Grain;?;?;60.68;American IPA
22540;4.5;1.049;1.01;5.06;34.95;5.54;6.6;60;1.033;66;?;0;BIAB;0.35;15;60.49;American Pale Ale
22541;5;1.054;1.009;5.92;-1;9.44;8;60;1.034;?;?;0;BIAB;?;23;60.54;American IPA
22542;23;?;1.012;6.34;76.1;8.27;28;60;?;?;?;0;All Grain;0.75;19;?;American IPA
22543;17.98;?;1.009;6.49;67.77;4.64;15.14;40;1.069;50;?;0;?;?;21.11;?;American IPA
22544;28;1.046;1.01;4.66;39.78;5.14;32;60;1.04;70;2.5;0;All Grain;0.75;18;60.46;American Pale Ale
22547;380;1.053;1.011;5.59;36.7;6.91;400;60;1.05;?;3;0;All Grain;?;20;60.53;American Pale Ale
22548;20.82;1.068;?;6.65;62.46;40;11.36;60;1.11;35;?;0;?;?;?;60.68;American IPA
22549;20;1.053;1.015;5;32.41;6.23;25;60;1.042;80;2.5;0;All Grain;0.75;21;60.53;American Pale Ale
22550;26;1.062;?;6.58;30.25;3.61;28.5;60;1.056;73;3;0;All Grain;?;18;60.62;American Pale Ale
22551;25;1.06;1.01;6.61;65.79;4.6;37;60;1.041;70;3;?;All Grain;0.75;18;60.6;American IPA
22552;20.82;1.08;1.02;7.87;72.45;?;24.61;60;1.068;70;1.5;0;?;1.25;18.89;60.8;American IPA
22553;18.93;1.061;?;5.9;80.45;5.6;26.12;60;1.044;66;1.25;0;All Grain;1;?;60.61;American IPA
22554;23;1.06;1.015;6.11;101.82;10.31;30;80;1.046;75;3;0;All Grain;0.35;21;60.6;American IPA
22558;18.93;1.07;1.017;6.86;91.78;6.94;15.14;45;1.087;35;?;0;extract;?;?;60.7;American IPA
22559;18.93;1.067;1.017;6.62;82.05;5.93;26.5;90;1.048;70;1.5;0;All Grain;?;?;60.67;American IPA
22561;20.82;1.108;1.021;11.48;66.55;5.64;26.5;60;1.085;65;1.5;0;All Grain;?;?;61.08;American IPA
22563;20.82;1.048;1.012;4.7;0;4.69;11.36;60;1.088;?;?;0;extract;?;?;60.48;American IPA
22564;18.93;1.069;1.016;6.92;133;7.27;23.09;75;1.056;82;?;0;?;?;17.78;60.69;American IPA
22565;20.82;1.064;1.014;6.55;65.94;8.18;25.32;60;?;72;1.7;0;All Grain;0.5;20;60.64;American Pale Ale
22571;21;1.057;1.01;6.17;58.62;10.12;28.5;75;1.042;64;?;0;BIAB;?;18;60.57;American Pale Ale
22572;45.42;1.049;1.009;5.22;45.43;8.27;56.78;60;1.039;80;1.5;0;All Grain;?;?;60.49;American Pale Ale
22573;18.93;1.062;1.017;5.83;52.17;8.19;30.28;60;1.039;70;1.5;0;All Grain;?;?;60.62;American IPA
22575;25;1.061;1.014;6.18;61.72;4.46;30;60;1.051;35;?;0;extract;1.75;10;60.61;American IPA
22577;21;1.076;1.019;7.51;94.1;17.42;28.5;90;1.056;65;?;0;BIAB;?;25;60.76;American IPA
22578;28;1.061;1.014;6.21;53.01;5.01;28.5;60;1.06;81;2.2;0;All Grain;0.35;21;60.61;American IPA
22580;7.5;1.062;1.016;5.98;55.31;5.86;9;-1;1.051;60;?;0;All Grain;?;20;60.62;American IPA
22582;36;1.067;1.011;7.28;118.09;7.64;45;90;1.053;58;2.5;0;All Grain;1.25;15;60.67;American IPA
22583;23;1.043;1.009;4.5;-1;8.48;28;60;1.035;60;3;0;All Grain;?;18;60.43;American Pale Ale
22589;24.61;1.05;1.009;5.28;32.04;-1;27.44;60;1.045;70;1.5;0;All Grain;?;20;60.5;American Pale Ale
22590;20;1.057;1.011;6.07;42.1;8.76;27;60;1.042;?;3;0;All Grain;?;?;60.57;American IPA
22591;18.93;1.058;1.009;6.43;79.19;10.11;11.36;60;1.097;35;?;0;extract;?;?;60.58;American IPA
22592;15;1.052;1.009;5.68;40.03;10.26;21;70;1.037;70;3;0;All Grain;?;19;60.52;American Pale Ale
22593;20.82;1.061;1.017;?;82.27;6.81;11.36;60;1.111;35;?;0;extract;0.75;20;60.61;American IPA
22596;37.85;1.071;1.017;7.19;53.78;4.74;53;60;1.051;75;1.4;0;All Grain;?;21.11;60.71;American IPA
22597;20.82;1.052;?;4.93;110.11;?;28.39;60;1.038;60;1.5;0;All Grain;0.35;21.11;60.52;American IPA
22598;41.64;1.065;?;6.12;82.76;9.35;43.53;60;1.062;70;1.5;0;All Grain;?;18.33;60.65;American IPA
22599;87;1.05;1.016;4.4;29.21;?;100;60;1.043;83;4;0;All Grain;?;20;60.5;American Pale Ale
22600;20.82;1.08;1.02;7.9;0;7.55;18.93;60;?;75;?;0;Partial Mash;?;?;60.8;American IPA
22602;24.61;1.054;1.014;5.34;-1;-1;28.39;60;1.047;70;?;0;All Grain;?;?;60.54;American IPA
22604;20.82;1.067;?;6.48;81.85;7.46;28.39;60;?;72;1.5;0;?;1;20;60.67;American IPA
22605;35;1.059;1.014;6.01;40.1;11.73;28.5;90;1.073;70;3;0;All Grain;?;20;60.59;American IPA
22606;20.82;1.059;1.016;5.64;74.92;6.11;30.28;75;1.041;80;1.33;0;All Grain;0.35;21.11;60.59;American IPA
22609;71;1.05;1.013;4.94;56.59;3.9;85;60;1.042;73;2.5;0;All Grain;?;?;60.5;American IPA
22611;13.25;1.064;1.012;6.82;86.33;7.17;15.14;60;1.056;65;?;0;?;?;?;60.64;American IPA
22612;20.82;1.059;1.02;5.15;67.47;27.49;28.39;60;1.043;70;1.5;0;All Grain;?;?;60.59;American IPA
22615;18.93;1.081;?;7.78;83.77;9.55;22.71;60;1.068;35;?;0;extract;?;19.44;60.81;American IPA
22616;22;1.07;1.011;7.79;252.21;-1;33;90;1.043;68;3;0;All Grain;?;18;60.7;American IPA
22617;9.46;1.057;1.013;5.75;42.23;6.72;17.03;60;1.032;70;1.5;0;All Grain;0.75;21.11;60.57;American Pale Ale
22619;25;1.044;1.008;?;34.69;9.45;28;-1;1.04;75;3;0;All Grain;?;20;60.44;American Pale Ale
22620;18.93;1.065;1.006;7.76;71.6;-1;26.5;-1;1.043;61;?;0;BIAB;0.5;22.22;60.65;American IPA
22621;60;1.059;1.012;6.14;53.8;7.12;75;60;1.047;75;3.1;0;?;?;?;60.59;American IPA
22628;12;1.055;1.012;5.57;60.72;4.66;12;60;1.055;70;3.2;0;All Grain;0.35;20;60.55;American IPA
22630;3.79;1.059;1.013;6.02;73.12;8.78;?;?;1.026;70;?;0;BIAB;?;?;60.59;American Pale Ale
22631;20.82;?;1.01;5.78;86.26;4.71;24.61;60;1.046;70;1.5;0;All Grain;1;18.89;?;American IPA
22633;20.82;1.035;1.007;3.65;24.27;8.68;24.61;60;?;75;2;0;All Grain;0.5;21.11;60.35;American Pale Ale
22635;38;1.055;?;5.34;62.08;4.72;45;60;1.046;75;3;0;All Grain;?;?;60.55;American IPA
22636;41.64;1.069;1.022;6.12;89.41;6.82;?;60;1.063;75;1.5;0;All Grain;?;?;60.69;American IPA
22638;20.82;?;1.015;6.88;67.72;7.98;30.28;90;1.045;70;1.5;0;All Grain;0.5;?;?;American IPA
22643;19.87;1.051;1.013;4.93;73.19;5.71;?;60;1.041;70;1.25;0;All Grain;0.75;?;60.51;American Pale Ale
22645;20.82;1.072;1.014;?;72.31;6.63;9.46;60;1.057;35;?;0;extract;?;?;60.72;American IPA
22646;20.82;1.052;1.01;5.5;31.1;7.95;28.39;60;1.038;57;1.25;0;All Grain;1.25;19.44;60.52;American Pale Ale
22647;20.82;1.055;1.01;5.98;123.64;34.3;28.39;60;1.041;70;1.25;0;All Grain;?;18.33;60.55;American IPA
22648;20.82;1.071;1.016;7.17;159.6;4.24;28.39;60;1.052;75;1.5;0;All Grain;?;?;60.71;American IPA
22649;3.79;16.186;?;6.96;47.47;7.17;7.57;90;8.3;69;1.5;1;All Grain;0.35;19.44;211.86;American IPA
22650;26.5;1.063;1.016;6.22;45.34;7.92;35.02;-1;1.048;72;1.5;0;All Grain;1;20;60.63;American IPA
22653;20.82;1.072;1.017;7.25;47.79;6.05;28.39;60;1.053;70;1.33;0;All Grain;?;?;60.72;American IPA
22656;18.93;1.025;1.005;2.62;69.46;7.98;28.39;60;1.017;35;?;0;?;0.5;23.89;60.25;American Pale Ale
22658;9.46;1.05;1.012;5.06;30.37;4.38;11.36;30;1.042;25;?;0;extract;0.35;20;60.5;American Pale Ale
22659;20.82;1.056;1.013;5.67;50.46;9.7;11.36;60;1.103;35;?;0;Partial Mash;?;?;60.56;American IPA
22660;50;1.059;1.01;6.51;27.96;6.43;63;60;1.047;73;2.5;0;All Grain;0.35;19;60.59;American Pale Ale
22661;20.82;1.067;1.019;6.38;138.21;5.63;28.39;60;1.049;75;1.25;0;All Grain;?;20;60.67;American IPA
22662;49.21;1.069;1.016;6.94;61.44;8.56;64.35;60;1.053;75;1.5;0;All Grain;?;?;60.69;American IPA
22665;20.82;1.053;1.013;5.18;27.92;6.67;11.36;60;1.096;35;?;0;extract;0.35;21.11;60.53;American IPA
22666;18.93;1.053;?;5.66;79;3.34;9.46;60;1.107;?;?;0;extract;0.35;21.11;60.53;American IPA
22668;41.64;1.059;1.013;5.98;27.04;4.62;58.14;60;1.042;70;1.3;0;All Grain;0.75;18.89;60.59;American Pale Ale
22669;18.93;1.06;1.013;6.14;12.55;4.67;?;?;1.046;70;1.5;0;All Grain;0.75;21.11;60.6;American IPA
22670;27;?;1.011;4.19;36.69;6.48;28;40;1.041;83;?;0;BIAB;0.75;19;?;American Pale Ale
22672;20.82;1.06;1.011;6.42;?;7.33;30.28;90;?;75;1.5;0;?;1.25;21.11;60.6;American IPA
22673;5.68;1.064;1.014;6.56;60.99;7.73;9.46;-1;1.039;65;?;0;BIAB;1.5;17.78;60.64;American IPA
22675;20.82;1.045;1.01;4.47;67.47;4.26;23.66;90;1.039;70;1.5;0;All Grain;?;?;60.45;American IPA
22676;20.82;1.066;1.015;6.67;29.25;-1;28.39;60;1.048;70;1.5;0;All Grain;?;?;60.66;American Pale Ale
22677;45;1.044;1.008;4.71;31.45;8.89;50;60;1.039;70;3.68;0;All Grain;0.75;17;60.44;American Pale Ale
22678;24;1.065;1.016;6.51;50.51;9.88;27;60;1.058;75;2.2;0;All Grain;0.5;21;60.65;American IPA
22679;21;1.02;1.005;1.99;0;3.77;28.5;60;?;?;3;0;?;?;?;60.2;American Pale Ale
22680;19.87;1.068;1.012;7.37;67.75;8.11;26.5;60;1.051;70;?;0;All Grain;?;20;60.68;American Pale Ale
22683;18.93;1.06;?;6.07;-1;8.04;26.5;60;1.043;65;1.25;0;All Grain;?;?;60.6;American IPA
22685;39.75;?;1.017;6.44;60.11;9.88;45.42;75;1.057;80;1.5;0;?;?;?;?;American Pale Ale
22691;21;1.057;1.011;6.01;111.86;35.62;25;60;1.048;70;4.2;0;All Grain;0.35;20;60.57;American IPA
22692;11.36;1.058;1.011;6.23;104.76;5.64;12.3;-1;1.054;70;?;0;BIAB;0.35;23.89;60.58;American IPA
22694;20.82;1.07;1.021;6.41;63.66;8.2;24.61;60;?;70;?;0;All Grain;?;?;60.7;American IPA
22696;18.93;1.058;1.011;6.12;48.41;4.55;11.36;?;1.096;70;?;0;Partial Mash;0.35;?;60.58;American Pale Ale
22697;7.5;1.048;1.009;5.12;-1;5.09;7.5;60;1.048;78;?;0;BIAB;?;20;60.48;American Pale Ale
22698;1000;1.066;1.016;?;52.81;11.95;1050;60;1.063;70;3;0;All Grain;?;?;60.66;American IPA
22700;60;1.061;1.011;6.54;51.56;13.52;65;60;1.056;70;3;0;?;1;19;60.61;American IPA
22701;22;1.046;1.009;?;98;5.62;30;90;1.033;?;3.5;0;?;0.75;21;60.46;American Pale Ale
22702;20.1;?;1.009;5.67;69.51;7.03;23.1;60;1.045;70;1.5;?;All Grain;?;?;?;American Pale Ale
22703;35;1.058;1.013;5.91;68.62;35.49;39.6;60;1.051;80;2.9;0;?;?;?;60.58;American IPA
22704;23;1.048;1.012;4.75;0;4.14;28.5;?;1.039;70;3;0;All Grain;?;?;60.48;American IPA
22705;20.82;1.061;1.013;6.29;31.48;7.32;26.5;60;1.048;80;1.5;0;All Grain;?;?;60.61;American IPA
22711;15;1.056;1.01;5.99;44.98;-1;19.6;90;1.043;75;?;0;?;0.5;19.5;60.56;American IPA
22712;26;1.054;1.011;5.73;-1;4.18;31.6;60;1.045;72;2.9;0;All Grain;?;22;60.54;American Pale Ale
22713;18.93;1.056;?;5.52;0;17.16;26.5;90;?;70;?;0;All Grain;?;?;60.56;American Pale Ale
22714;600;1.06;?;5.93;33.53;?;650;60;1.056;?;3;0;All Grain;?;?;60.6;American IPA
22717;16.09;1.074;1.012;8.12;245.67;10.37;22.71;75;1.053;?;?;0;BIAB;?;20;60.74;American IPA
22723;22.71;1.05;1.009;5.54;45.2;6.47;29.53;60;1.039;60;1.25;0;All Grain;0.5;18.33;60.5;American IPA
22724;9.46;1.087;1.021;8.78;77.9;9.18;17.03;60;1.049;70;1.5;0;All Grain;?;17.78;60.87;American IPA
22725;4;1.058;1.01;6.31;62.66;8.25;7;60;1.033;70;3.1;0;All Grain;?;20;60.58;American IPA
22726;22.71;1.051;?;5.44;40.31;8.77;32.18;60;1.036;75;1.5;0;All Grain;0.75;?;60.51;American Pale Ale
22727;18.2;1.065;1.01;7.23;170.22;-1;23;-1;1.052;55;3;0;All Grain;0.35;21;60.65;American IPA
22728;23;1.052;1.01;5.5;30.57;6.78;28.5;60;1.042;72;?;0;BIAB;0.35;17;60.52;American Pale Ale
22729;5.3;1.071;1.016;7.26;69.62;6.56;7.19;60;1.052;78;1.4;0;All Grain;?;17.78;60.71;American IPA
22730;24;1.063;1.01;6.85;41.08;-1;30;60;1.05;70;3;0;All Grain;?;20;60.63;American Pale Ale
22731;17.03;1.065;1.018;6.19;97.08;9.75;10.49;60;1.106;35;?;?;extract;?;18.89;60.65;American IPA
